YR,MO,DA,HHMM,Day,Day,S,Bx,By,Bz,Bt,Lat.,Long.
2003,10,30,0043,52942,2580,0,-0.8,-0.6,-19.1,19.2,-86.9,215.4
2003,10,30,0044,52942,2640,0,-0.3,0.5,-19.1,19.1,-88.3,121.7
2003,10,30,0045,52942,2700,0,-0.1,-1.8,-19.0,19.1,-84.6,267.3
2003,10,30,0046,52942,2760,0,-0.1,-2.4,-18.9,19.1,-82.6,267.6
2003,10,30,0047,52942,2820,0,-3.2,4.6,-18.2,19.0,-73.0,124.5
2003,10,30,0048,52942,2880,0,-4.8,8.5,-16.2,18.9,-59.0,119.8
2003,10,30,0049,52942,2940,0,-2.2,3.3,-18.3,18.7,-77.6,123.9
2003,10,30,0050,52942,3000,0,0.5,-2.1,-18.7,18.8,-83.4,282.4
2003,10,30,0051,52942,3060,0,-1.9,0.4,-18.8,18.9,-84.0,167.1
2003,10,30,0052,52942,3120,0,-1.9,0.5,-18.8,18.9,-84.2,166.4
2003,10,30,0053,52942,3180,0,-1.5,0.7,-18.8,18.9,-84.8,154.2
2003,10,30,0054,52942,3240,0,-3.1,3.0,-18.3,18.8,-76.8,136.3
2003,10,30,0055,52942,3300,0,-3.8,5.3,-17.4,18.6,-69.6,125.5
2003,10,30,0056,52942,3360,0,-3.1,4.9,-17.5,18.5,-71.5,122.4
2003,10,30,0057,52942,3420,0,-2.1,2.9,-18.3,18.6,-79.1,126.1
2003,10,30,0058,52942,3480,0,0.3,0.1,-18.6,18.6,-89.1,15.9
2003,10,30,0059,52942,3540,0,0.0,0.1,-18.1,18.1,-89.7,82.7
2003,10,30,0100,52942,3600,0,-6.5,6.1,-16.1,18.4,-61.1,136.9
2003,10,30,0101,52942,3660,0,-6.4,6.1,-16.1,18.4,-61.3,136.4
2003,10,30,0102,52942,3720,0,-4.8,5.1,-16.8,18.2,-67.3,133.1
2003,10,30,0103,52942,3780,0,-2.7,3.4,-17.7,18.2,-76.2,128.1
2003,10,30,0104,52942,3840,0,-2.0,3.3,-17.7,18.2,-77.8,121.6
2003,10,30,0105,52942,3900,0,-3.1,5.5,-16.9,18.0,-69.6,119.1
2003,10,30,0106,52942,3960,0,-1.8,5.1,-16.8,17.6,-72.2,109.2
2003,10,30,0107,52942,4020,0,-1.3,5.5,-17.1,18.0,-71.7,103.3
2003,10,30,0108,52942,4080,0,-2.3,7.2,-16.5,18.1,-65.3,107.6
2003,10,30,0109,52942,4140,0,-2.1,8.1,-16.1,18.1,-62.5,104.7
2003,10,30,0110,52942,4200,0,-2.0,8.3,-16.0,18.1,-61.9,103.7
2003,10,30,0111,52942,4260,0,-0.9,8.1,-15.6,17.6,-62.5,96.5
2003,10,30,0112,52942,4320,0,2.1,6.0,-16.5,17.7,-69.0,70.6
2003,10,30,0113,52942,4380,0,1.0,5.9,-16.6,17.7,-70.3,80.8
2003,10,30,0114,52942,4440,0,2.9,6.6,-16.0,17.6,-65.7,66.2
2003,10,30,0115,52942,4500,0,5.7,5.3,-15.7,17.5,-63.7,42.9
2003,10,30,0116,52942,4560,0,0.7,6.3,-16.0,17.2,-68.2,84.0
2003,10,30,0117,52942,4620,0,-0.1,7.7,-16.0,17.7,-64.4,90.9
2003,10,30,0118,52942,4680,0,-0.1,8.6,-15.1,17.3,-60.4,90.6
2003,10,30,0119,52942,4740,0,-0.1,8.5,-15.0,17.3,-60.6,90.6
2003,10,30,0120,52942,4800,0,0.0,8.5,-15.3,17.5,-61.0,89.9
2003,10,30,0121,52942,4860,0,0.0,8.0,-15.6,17.5,-62.9,89.7
2003,10,30,0122,52942,4920,0,-0.9,7.8,-15.5,17.4,-63.1,96.7
2003,10,30,0123,52942,4980,0,-1.8,7.1,-15.7,17.3,-64.9,104.3
2003,10,30,0124,52942,5040,0,-1.2,7.6,-15.6,17.4,-63.7,99.1
2003,10,30,0125,52942,5100,0,0.6,6.5,-16.2,17.5,-68.0,84.6
2003,10,30,0126,52942,5160,0,1.8,6.5,-16.2,17.5,-67.2,74.3
2003,10,30,0127,52942,5220,0,2.0,7.4,-15.6,17.4,-63.9,75.0
2003,10,30,0128,52942,5280,0,1.0,8.3,-14.9,17.1,-60.6,82.9
2003,10,30,0129,52942,5340,0,-1.1,7.6,-15.2,17.0,-63.3,98.2
2003,10,30,0130,52942,5400,0,-0.4,7.4,-15.7,17.3,-64.7,93.4
2003,10,30,0131,52942,5460,0,-0.4,6.9,-15.9,17.3,-66.5,93.7
2003,10,30,0132,52942,5520,0,-2.7,5.9,-15.9,17.1,-67.9,114.4
2003,10,30,0133,52942,5580,0,-2.3,5.3,-16.1,17.1,-70.0,113.5
2003,10,30,0134,52942,5640,0,-0.7,4.9,-16.3,17.0,-73.2,98.0
2003,10,30,0135,52942,5700,0,-1.4,4.2,-16.7,17.2,-75.0,108.6
2003,10,30,0136,52942,5760,0,-4.3,0.6,-16.2,16.7,-75.1,172.1
2003,10,30,0137,52942,5820,0,-2.3,2.4,-16.3,16.6,-78.5,133.7
2003,10,30,0138,52942,5880,0,1.8,6.0,-15.3,16.5,-67.8,72.8
2003,10,30,0139,52942,5940,0,2.9,8.4,-14.5,17.0,-58.6,71.0
2003,10,30,0140,52942,6000,0,3.1,8.3,-14.5,17.0,-58.7,69.7
2003,10,30,0141,52942,6060,0,4.7,9.1,-13.2,16.7,-52.4,62.6
2003,10,30,0142,52942,6120,0,6.4,9.2,-12.1,16.5,-47.0,55.1
2003,10,30,0143,52942,6180,0,7.0,8.8,-11.9,16.4,-46.7,51.2
2003,10,30,0144,52942,6240,0,2.2,7.0,-14.4,16.2,-63.2,72.6
2003,10,30,0145,52942,6300,0,4.4,8.7,-13.5,16.7,-54.3,63.0
2003,10,30,0146,52942,6360,0,1.4,8.6,-14.2,16.6,-58.5,80.4
2003,10,30,0147,52942,6420,0,3.1,8.9,-13.6,16.6,-55.3,71.1
2003,10,30,0148,52942,6480,0,5.8,10.3,-11.8,16.7,-44.9,60.5
2003,10,30,0149,52942,6540,0,6.6,11.2,-10.5,16.8,-38.9,59.6
2003,10,30,0150,52942,6600,0,5.3,10.0,-12.5,16.8,-47.8,62.2
2003,10,30,0151,52942,6660,0,4.6,9.6,-12.9,16.7,-50.4,64.3
2003,10,30,0152,52942,6720,0,4.1,9.2,-13.2,16.6,-52.6,66.0
2003,10,30,0153,52942,6780,0,1.3,8.9,-14.1,16.7,-57.6,81.9
2003,10,30,0154,52942,6840,0,-1.5,8.0,-14.7,16.8,-61.1,100.8
2003,10,30,0155,52942,6900,0,-2.5,9.9,-13.4,16.9,-52.6,104.1
2003,10,30,0156,52942,6960,0,1.3,9.1,-13.6,16.4,-56.0,82.1
2003,10,30,0157,52942,7020,0,3.7,8.6,-13.9,16.8,-56.1,66.5
2003,10,30,0158,52942,7080,0,3.6,8.1,-14.2,16.7,-58.2,65.8
2003,10,30,0159,52942,7140,0,3.2,8.3,-14.4,16.9,-58.2,68.9
2003,10,30,0200,52942,7200,0,3.5,8.8,-13.8,16.8,-55.6,68.1
2003,10,30,0201,52942,7260,0,3.2,12.8,-11.0,17.2,-39.7,76.1
2003,10,30,0202,52942,7320,0,4.5,12.2,-11.7,17.5,-42.0,69.8
2003,10,30,0203,52942,7380,0,4.4,12.8,-11.0,17.5,-38.9,71.0
2003,10,30,0204,52942,7440,0,3.9,13.4,-10.0,17.2,-35.8,73.6
2003,10,30,0205,52942,7500,0,4.0,10.6,-12.7,17.0,-48.4,69.3
2003,10,30,0206,52942,7560,0,4.3,10.1,-12.5,16.7,-48.7,67.2
2003,10,30,0207,52942,7620,0,3.4,13.1,-9.3,16.4,-34.6,75.3
2003,10,30,0208,52942,7680,0,3.8,12.3,-9.8,16.2,-37.4,72.7
2003,10,30,0209,52942,7740,0,4.0,11.8,-10.0,16.0,-38.6,71.3
2003,10,30,0210,52942,7800,0,4.3,11.4,-10.2,15.9,-39.9,69.4
2003,10,30,0211,52942,7860,0,4.6,11.4,-10.4,16.1,-40.1,68.1
2003,10,30,0212,52942,7920,0,4.9,11.8,-9.9,16.2,-37.8,67.3
2003,10,30,0213,52942,7980,0,4.1,10.2,-7.7,13.5,-35.0,68.1
2003,10,30,0214,52942,8040,0,-1.5,-6.1,-6.4,9.0,-45.7,256.5
2003,10,30,0215,52942,8100,0,-0.3,-7.0,-6.6,9.6,-43.3,267.4
2003,10,30,0216,52942,8160,0,4.6,-4.0,-10.4,12.0,-59.4,318.7
2003,10,30,0217,52942,8220,0,4.8,-3.9,-11.4,13.0,-61.7,320.7
2003,10,30,0218,52942,8280,0,3.5,-5.7,-12.5,14.2,-61.8,301.3
2003,10,30,0219,52942,8340,0,7.3,-9.5,-9.4,15.2,-38.0,307.4
2003,10,30,0220,52942,8400,0,3.6,-14.6,-1.2,15.1,-4.7,284.0
2003,10,30,0221,52942,8460,0,6.2,-14.1,1.2,15.4,4.3,293.9
2003,10,30,0222,52942,8520,0,4.0,-13.4,6.1,15.3,23.4,286.7
2003,10,30,0223,52942,8580,0,0.9,-14.9,2.9,15.2,11.0,273.5
2003,10,30,0224,52942,8640,0,4.6,-5.8,10.8,13.1,55.6,308.1
2003,10,30,0225,52942,8700,0,4.7,-10.9,8.0,14.3,33.9,293.3
2003,10,30,0226,52942,8760,0,2.0,-11.9,5.1,13.1,22.8,279.6
2003,10,30,0227,52942,8820,0,1.3,-11.9,3.6,12.5,17.0,276.2
2003,10,30,0228,52942,8880,0,0.0,-10.1,4.1,10.9,22.2,270.1
2003,10,30,0229,52942,8940,0,-1.4,-7.5,2.4,8.0,17.2,259.4
2003,10,30,0230,52942,9000,0,0.1,-4.1,0.5,4.1,6.7,271.5
2003,10,30,0231,52942,9060,0,-1.0,-7.1,-1.1,7.3,-8.8,262.1
2003,10,30,0232,52942,9120,0,-1.9,-10.9,-3.3,11.5,-16.8,260.3
2003,10,30,0233,52942,9180,0,-2.3,-10.1,-3.7,11.0,-19.7,257.1
2003,10,30,0234,52942,9240,0,-1.8,-10.5,-2.7,10.9,-14.1,260.4
2003,10,30,0235,52942,9300,0,-0.7,-13.4,-1.6,13.5,-6.7,267.0
2003,10,30,0236,52942,9360,0,-0.5,-13.0,-1.3,13.1,-5.7,268.0
2003,10,30,0237,52942,9420,0,-0.8,-13.3,-0.1,13.3,-0.5,266.5
2003,10,30,0238,52942,9480,0,-2.1,-12.8,-2.8,13.3,-12.1,260.6
2003,10,30,0239,52942,9540,0,1.7,-4.5,8.0,9.4,59.2,290.8
2003,10,30,0240,52942,9600,0,3.1,1.1,12.1,12.5,74.7,19.9
2003,10,30,0241,52942,9660,0,3.3,5.2,10.7,12.4,60.3,57.5
2003,10,30,0242,52942,9720,0,4.2,9.9,2.6,11.1,13.6,67.3
2003,10,30,0243,52942,9780,0,4.6,11.0,1.2,11.9,5.6,67.2
2003,10,30,0244,52942,9840,0,5.2,10.9,-1.4,12.2,-6.4,64.4
2003,10,30,0245,52942,9900,0,6.5,10.1,-4.2,12.7,-19.4,57.3
2003,10,30,0246,52942,9960,0,6.6,9.5,-7.2,13.6,-31.9,55.0
2003,10,30,0247,52942,10020,0,7.2,10.0,-6.8,14.1,-28.8,54.2
2003,10,30,0248,52942,10080,0,7.1,9.0,-6.0,12.9,-27.5,51.7
2003,10,30,0249,52942,10140,0,4.8,12.4,1.9,13.4,8.2,69.0
2003,10,30,0250,52942,10200,0,4.4,12.9,3.4,14.1,13.8,71.2
2003,10,30,0251,52942,10260,0,4.1,13.4,3.2,14.4,12.8,72.8
2003,10,30,0252,52942,10320,0,3.8,13.0,1.6,13.6,6.7,73.8
2003,10,30,0253,52942,10380,0,2.8,12.2,3.3,12.9,14.9,77.1
2003,10,30,0254,52942,10440,0,4.0,10.5,7.9,13.8,35.1,69.0
2003,10,30,0255,52942,10500,0,4.0,8.7,8.8,13.0,42.6,65.1
2003,10,30,0256,52942,10560,0,3.6,7.7,9.5,12.7,48.4,65.0
2003,10,30,0257,52942,10620,0,3.6,6.8,10.3,12.9,53.1,62.0
2003,10,30,0258,52942,10680,0,2.8,5.1,10.8,12.2,61.7,61.0
2003,10,30,0259,52942,10740,0,2.6,5.4,9.6,11.3,57.9,64.0
2003,10,30,0300,52942,10800,0,2.1,3.8,10.6,11.4,67.8,60.3
2003,10,30,0301,52942,10860,0,2.3,3.1,10.7,11.4,70.0,53.5
2003,10,30,0302,52942,10920,0,2.3,2.1,11.7,12.2,75.0,42.7
2003,10,30,0303,52942,10980,0,2.6,1.8,11.9,12.3,75.3,34.6
2003,10,30,0304,52942,11040,0,2.8,1.9,12.3,12.8,74.5,34.0
2003,10,30,0305,52942,11100,0,3.3,3.0,12.5,13.2,70.5,42.5
2003,10,30,0306,52942,11160,0,2.7,2.6,12.2,12.7,73.0,44.3
2003,10,30,0307,52942,11220,0,3.4,3.4,11.6,12.6,67.4,44.8
2003,10,30,0308,52942,11280,0,3.1,4.0,11.2,12.3,65.6,52.5
2003,10,30,0309,52942,11340,0,3.1,3.0,11.6,12.4,69.8,43.7
2003,10,30,0310,52942,11400,0,3.1,3.9,11.5,12.5,66.7,51.8
2003,10,30,0311,52942,11460,0,3.2,4.2,11.5,12.6,65.2,52.6
2003,10,30,0312,52942,11520,0,3.0,4.6,11.7,12.9,64.9,56.4
2003,10,30,0313,52942,11580,0,3.1,4.1,11.7,12.7,66.4,52.7
2003,10,30,0314,52942,11640,0,3.6,3.7,11.7,12.8,66.0,46.2
2003,10,30,0315,52942,11700,0,4.0,4.1,11.7,13.1,63.8,45.7
2003,10,30,0316,52942,11760,0,4.4,5.7,11.1,13.2,56.9,52.2
2003,10,30,0317,52942,11820,0,4.6,6.5,10.4,13.1,52.6,54.4
2003,10,30,0318,52942,11880,0,4.1,7.5,9.9,13.1,49.1,61.1
2003,10,30,0319,52942,11940,0,4.1,8.1,9.4,13.1,46.1,63.1
2003,10,30,0320,52942,12000,0,4.0,8.0,8.8,12.5,44.6,63.3
2003,10,30,0321,52942,12060,0,3.5,8.3,8.7,12.6,44.1,67.5
2003,10,30,0322,52942,12120,0,2.9,7.5,9.6,12.5,50.2,69.0
2003,10,30,0323,52942,12180,0,2.9,7.9,9.5,12.7,48.5,70.1
2003,10,30,0324,52942,12240,0,3.6,9.2,8.1,12.8,39.3,68.9
2003,10,30,0325,52942,12300,0,2.8,8.7,8.9,12.8,44.0,72.1
2003,10,30,0326,52942,12360,0,1.8,10.0,8.0,13.0,38.4,79.9
2003,10,30,0327,52942,12420,0,1.5,10.3,7.9,13.0,37.1,81.7
2003,10,30,0328,52942,12480,0,2.5,9.9,8.1,13.0,38.3,75.7
2003,10,30,0329,52942,12540,0,2.5,10.1,7.7,13.0,36.6,76.3
2003,10,30,0330,52942,12600,0,2.6,10.3,7.6,13.0,35.6,76.1
2003,10,30,0331,52942,12660,0,2.5,10.1,7.9,13.0,37.4,76.0
2003,10,30,0332,52942,12720,0,1.9,10.6,7.3,13.0,34.2,80.0
2003,10,30,0333,52942,12780,0,3.0,9.9,7.7,12.9,36.5,73.0
2003,10,30,0334,52942,12840,0,3.2,10.1,7.5,13.0,35.4,72.6
2003,10,30,0335,52942,12900,0,3.4,10.2,7.3,13.0,34.1,71.3
2003,10,30,0336,52942,12960,0,3.2,10.3,7.3,13.1,34.2,72.6
2003,10,30,0337,52942,13020,0,4.0,9.9,7.6,13.1,35.6,67.9
2003,10,30,0338,52942,13080,0,4.4,9.4,8.1,13.1,37.8,65.2
2003,10,30,0339,52942,13140,0,4.6,9.3,8.0,13.1,37.7,63.5
2003,10,30,0340,52942,13200,0,4.7,9.0,8.3,13.1,39.3,62.3
2003,10,30,0341,52942,13260,0,4.3,8.9,8.5,13.0,40.6,64.3
2003,10,30,0342,52942,13320,0,4.3,8.8,8.5,13.0,41.0,64.1
2003,10,30,0343,52942,13380,0,3.5,8.7,8.8,12.9,43.4,68.1
2003,10,30,0344,52942,13440,0,3.1,8.9,8.8,12.9,43.0,70.7
2003,10,30,0345,52942,13500,0,2.6,9.2,8.5,12.8,41.6,74.2
2003,10,30,0346,52942,13560,0,1.7,8.3,9.5,12.7,48.1,78.6
2003,10,30,0347,52942,13620,0,1.8,7.9,9.9,12.8,50.7,77.4
2003,10,30,0348,52942,13680,0,3.4,9.5,8.3,13.1,39.6,70.5
2003,10,30,0349,52942,13740,0,4.4,10.0,7.2,13.1,33.3,66.4
2003,10,30,0350,52942,13800,0,3.9,10.4,6.7,13.0,31.0,69.7
2003,10,30,0351,52942,13860,0,2.9,10.5,7.2,13.0,33.4,74.4
2003,10,30,0352,52942,13920,0,2.8,10.6,6.9,13.0,32.2,75.3
2003,10,30,0353,52942,13980,0,2.6,10.5,7.1,13.0,33.3,76.4
2003,10,30,0354,52942,14040,0,2.6,10.6,7.1,13.0,32.9,76.2
2003,10,30,0355,52942,14100,0,2.7,10.4,7.2,13.0,33.6,75.5
2003,10,30,0356,52942,14160,0,2.7,10.4,7.4,13.0,34.6,75.7
2003,10,30,0357,52942,14220,0,2.8,10.6,7.0,13.0,32.4,75.0
2003,10,30,0358,52942,14280,0,2.6,10.5,7.2,13.0,34.0,76.1
2003,10,30,0359,52942,14340,0,2.1,9.8,8.1,12.9,38.8,77.7
2003,10,30,0400,52942,14400,0,2.3,9.9,7.9,12.9,37.8,76.7
2003,10,30,0401,52942,14460,0,2.2,9.9,7.9,12.9,37.8,77.6
2003,10,30,0402,52942,14520,0,2.2,9.8,8.1,12.9,38.8,77.4
2003,10,30,0403,52942,14580,0,2.3,9.6,8.4,13.0,40.2,76.6
2003,10,30,0404,52942,14640,0,2.2,9.6,8.5,13.0,40.8,76.8
2003,10,30,0405,52942,14700,0,2.7,8.7,9.1,12.9,44.8,72.8
2003,10,30,0406,52942,14760,0,3.2,7.9,9.7,12.9,48.8,68.2
2003,10,30,0407,52942,14820,0,3.2,7.9,9.6,12.9,48.3,68.0
2003,10,30,0408,52942,14880,0,3.3,7.8,9.7,12.8,49.0,67.3
2003,10,30,0409,52942,14940,0,3.5,7.7,9.7,12.8,48.9,65.6
2003,10,30,0410,52942,15000,0,3.1,8.1,9.4,12.8,47.3,69.2
2003,10,30,0411,52942,15060,0,3.2,8.1,9.4,12.8,47.3,68.6
2003,10,30,0412,52942,15120,0,2.2,8.8,8.9,12.7,44.5,75.8
2003,10,30,0413,52942,15180,0,2.3,8.5,9.3,12.8,46.6,75.0
2003,10,30,0414,52942,15240,0,2.3,8.2,9.4,12.7,47.6,74.2
2003,10,30,0415,52942,15300,0,2.9,8.5,8.9,12.7,44.7,71.3
2003,10,30,0416,52942,15360,0,3.1,8.8,8.5,12.6,42.6,70.4
2003,10,30,0417,52942,15420,0,2.7,8.5,8.8,12.6,44.7,72.2
2003,10,30,0418,52942,15480,0,2.8,8.5,8.9,12.6,45.1,71.8
2003,10,30,0419,52942,15540,0,3.0,8.6,8.6,12.5,43.5,70.5
2003,10,30,0420,52942,15600,0,2.7,8.7,8.5,12.5,42.9,72.5
2003,10,30,0421,52942,15660,0,2.5,8.8,8.5,12.5,42.6,74.0
2003,10,30,0422,52942,15720,0,2.4,9.0,8.2,12.4,41.2,75.3
2003,10,30,0423,52942,15780,0,2.3,8.8,8.5,12.4,43.0,75.4
2003,10,30,0424,52942,15840,0,3.4,9.8,6.6,12.3,32.3,71.1
2003,10,30,0425,52942,15900,0,4.2,10.1,5.8,12.4,28.1,67.1
2003,10,30,0426,52942,15960,0,3.8,9.7,6.6,12.3,32.1,68.4
2003,10,30,0427,52942,16020,0,4.1,9.7,6.5,12.3,31.9,67.0
2003,10,30,0428,52942,16080,0,4.3,9.7,6.4,12.4,31.0,66.0
2003,10,30,0429,52942,16140,0,3.6,9.7,6.8,12.4,33.2,69.9
2003,10,30,0430,52942,16200,0,3.8,9.7,6.7,12.4,32.7,68.4
2003,10,30,0431,52942,16260,0,3.1,9.9,6.7,12.3,32.8,72.5
2003,10,30,0432,52942,16320,0,3.8,9.5,6.9,12.3,34.0,68.1
2003,10,30,0433,52942,16380,0,4.1,9.3,7.0,12.3,34.5,66.4
2003,10,30,0434,52942,16440,0,3.4,9.6,6.8,12.3,33.7,70.7
2003,10,30,0435,52942,16500,0,3.7,9.4,6.8,12.1,33.9,68.4
2003,10,30,0436,52942,16560,0,3.7,9.3,6.8,12.1,34.3,68.3
2003,10,30,0437,52942,16620,0,3.6,9.7,6.3,12.1,31.3,69.9
2003,10,30,0438,52942,16680,0,3.9,9.8,6.1,12.1,29.9,68.4
2003,10,30,0439,52942,16740,0,3.7,10.2,5.5,12.2,26.9,69.9
2003,10,30,0440,52942,16800,0,4.2,9.1,6.7,12.0,33.9,65.2
2003,10,30,0441,52942,16860,0,4.3,9.1,6.6,12.0,33.5,64.9
2003,10,30,0442,52942,16920,0,3.9,9.3,6.5,12.0,32.9,67.6
2003,10,30,0443,52942,16980,0,4.4,9.2,6.5,12.1,32.7,64.4
2003,10,30,0444,52942,17040,0,4.1,9.4,6.3,12.0,31.5,66.2
2003,10,30,0445,52942,17100,0,3.5,10.0,5.5,12.0,27.5,70.8
2003,10,30,0446,52942,17160,0,3.8,10.1,5.3,12.0,26.1,69.3
2003,10,30,0447,52942,17220,0,3.9,9.9,5.5,12.0,27.4,68.8
2003,10,30,0448,52942,17280,0,4.2,9.8,5.6,12.1,27.7,66.7
2003,10,30,0449,52942,17340,0,4.0,9.6,6.2,12.1,30.8,67.4
2003,10,30,0450,52942,17400,0,4.1,9.7,5.9,12.1,29.1,67.3
2003,10,30,0451,52942,17460,0,4.3,10.2,5.0,12.1,24.3,67.2
2003,10,30,0452,52942,17520,0,4.0,10.3,5.0,12.1,24.3,68.9
2003,10,30,0453,52942,17580,0,4.3,10.2,4.8,12.1,23.2,67.0
2003,10,30,0454,52942,17640,0,4.5,9.8,5.2,12.0,25.6,65.2
2003,10,30,0455,52942,17700,0,4.7,9.9,5.0,12.1,24.4,64.8
2003,10,30,0456,52942,17760,0,4.6,10.1,4.9,12.1,23.9,65.7
2003,10,30,0457,52942,17820,0,4.4,10.3,4.4,12.0,21.4,66.8
2003,10,30,0458,52942,17880,0,4.6,10.3,4.3,12.1,20.8,65.8
2003,10,30,0459,52942,17940,0,4.8,10.3,4.0,12.1,19.5,65.1
2003,10,30,0500,52942,18000,0,4.6,10.4,3.8,12.0,18.6,66.0
2003,10,30,0501,52942,18060,0,4.2,10.3,4.5,12.0,21.9,67.9
2003,10,30,0502,52942,18120,0,3.9,10.5,4.1,11.9,20.1,69.5
2003,10,30,0503,52942,18180,0,4.0,10.4,4.3,11.9,21.0,69.1
2003,10,30,0504,52942,18240,0,4.4,10.1,4.6,11.9,22.6,66.3
2003,10,30,0505,52942,18300,0,4.3,10.3,4.3,11.9,21.0,67.3
2003,10,30,0506,52942,18360,0,3.9,10.7,3.4,11.9,16.6,69.9
2003,10,30,0507,52942,18420,0,4.0,10.5,3.8,11.9,18.6,69.0
2003,10,30,0508,52942,18480,0,4.1,10.3,4.1,11.8,20.2,68.2
2003,10,30,0509,52942,18540,0,3.8,10.5,3.9,11.9,19.1,70.0
2003,10,30,0510,52942,18600,0,3.5,10.8,3.3,11.8,16.3,71.9
2003,10,30,0511,52942,18660,0,3.8,10.9,2.0,11.8,10.0,70.8
2003,10,30,0512,52942,18720,0,3.9,9.5,4.8,11.4,24.8,67.8
2003,10,30,0513,52942,18780,0,4.8,7.0,8.0,11.7,43.4,55.4
2003,10,30,0514,52942,18840,0,4.5,7.8,7.1,11.5,38.5,60.1
2003,10,30,0515,52942,18900,0,4.6,8.5,6.5,11.6,33.8,61.3
2003,10,30,0516,52942,18960,0,4.6,9.0,5.8,11.6,29.8,63.0
2003,10,30,0517,52942,19020,0,4.6,9.1,5.5,11.6,28.4,63.4
2003,10,30,0518,52942,19080,0,4.8,9.7,4.2,11.6,21.4,63.8
2003,10,30,0519,52942,19140,0,5.3,8.7,5.3,11.5,27.6,58.7
2003,10,30,0520,52942,19200,0,5.4,6.4,7.9,11.6,43.4,50.2
