YR,MO,DA,HHMM,Day,Day,S,Bx,By,Bz,Bt,Lat.,Long.
2003,10,30,0521,52942,19260,0,5.8,6.7,7.3,11.5,39.5,48.9
2003,10,30,0522,52942,19320,0,5.9,5.8,8.0,11.5,44.0,44.9
2003,10,30,0523,52942,19380,0,5.4,6.0,8.2,11.5,45.4,48.2
2003,10,30,0524,52942,19440,0,5.9,6.4,7.4,11.5,40.3,47.4
2003,10,30,0525,52942,19500,0,5.9,6.8,6.9,11.4,37.2,49.2
2003,10,30,0526,52942,19560,0,6.1,7.2,6.0,11.2,32.4,49.7
2003,10,30,0527,52942,19620,0,6.3,7.0,6.1,11.2,33.0,47.7
2003,10,30,0528,52942,19680,0,6.2,6.7,6.6,11.3,35.7,47.1
2003,10,30,0529,52942,19740,0,6.4,7.1,6.1,11.3,32.3,47.8
2003,10,30,0530,52942,19800,0,6.7,6.8,6.2,11.4,33.1,45.3
2003,10,30,0531,52942,19860,0,6.5,6.3,6.7,11.3,36.4,44.2
2003,10,30,0532,52942,19920,0,7.0,6.4,6.2,11.3,33.4,42.5
2003,10,30,0533,52942,19980,0,6.8,6.6,6.1,11.3,32.9,44.1
2003,10,30,0534,52942,20040,0,6.8,6.7,6.0,11.3,32.0,44.6
2003,10,30,0535,52942,20100,0,6.8,7.0,5.7,11.3,30.4,45.9
2003,10,30,0536,52942,20160,0,6.8,6.8,5.9,11.3,31.3,44.9
2003,10,30,0537,52942,20220,0,7.0,6.9,5.5,11.3,29.4,44.7
2003,10,30,0538,52942,20280,0,7.1,6.7,5.6,11.3,29.8,43.5
2003,10,30,0539,52942,20340,0,7.3,7.0,5.1,11.3,26.8,43.7
2003,10,30,0540,52942,20400,0,7.3,6.9,5.1,11.3,27.1,43.1
2003,10,30,0541,52942,20460,0,7.5,6.7,5.1,11.3,26.7,42.1
2003,10,30,0542,52942,20520,0,7.1,6.7,5.4,11.2,28.9,43.3
2003,10,30,0543,52942,20580,0,7.0,6.6,5.7,11.2,30.5,43.2
2003,10,30,0544,52942,20640,0,6.7,6.6,6.0,11.2,32.6,44.7
2003,10,30,0545,52942,20700,0,6.5,7.6,5.1,11.3,26.9,49.4
2003,10,30,0546,52942,20760,0,6.9,7.1,5.3,11.2,28.0,46.1
2003,10,30,0547,52942,20820,0,6.9,7.0,5.3,11.2,28.4,45.3
2003,10,30,0548,52942,20880,0,6.8,7.1,5.1,11.1,27.5,46.0
2003,10,30,0549,52942,20940,0,6.7,7.7,4.6,11.2,24.3,49.1
2003,10,30,0550,52942,21000,0,6.8,7.5,4.8,11.2,25.4,47.9
2003,10,30,0551,52942,21060,0,6.9,7.6,4.6,11.2,24.3,47.8
2003,10,30,0552,52942,21120,0,6.6,7.6,4.8,11.1,25.5,49.2
2003,10,30,0553,52942,21180,0,6.5,7.4,5.2,11.1,27.8,48.8
2003,10,30,0554,52942,21240,0,6.9,7.5,4.3,11.1,22.7,47.3
2003,10,30,0555,52942,21300,0,7.1,7.4,3.9,11.0,20.9,46.3
2003,10,30,0556,52942,21360,0,7.0,7.4,4.0,10.9,21.2,46.3
2003,10,30,0557,52942,21420,0,7.1,7.4,3.8,10.9,20.5,46.3
2003,10,30,0558,52942,21480,0,7.3,7.3,3.5,10.9,18.8,45.2
2003,10,30,0559,52942,21540,0,6.8,7.5,4.0,10.9,21.6,48.2
2003,10,30,0600,52942,21600,0,6.9,7.5,3.9,10.9,20.9,47.2
2003,10,30,0601,52942,21660,0,6.7,7.5,4.1,10.9,22.0,48.0
2003,10,30,0602,52942,21720,0,6.4,7.7,4.2,10.8,22.6,50.0
2003,10,30,0603,52942,21780,0,6.3,7.6,4.4,10.8,23.8,50.2
2003,10,30,0604,52942,21840,0,5.9,7.7,4.7,10.8,25.7,52.8
2003,10,30,0605,52942,21900,0,6.0,7.7,4.4,10.7,24.2,51.9
2003,10,30,0606,52942,21960,0,6.2,7.4,4.4,10.6,24.3,49.9
2003,10,30,0607,52942,22020,0,7.5,6.3,3.9,10.5,21.6,39.9
2003,10,30,0608,52942,22080,0,7.0,6.8,3.7,10.5,20.4,44.2
2003,10,30,0609,52942,22140,0,6.6,7.0,4.0,10.4,22.7,46.4
2003,10,30,0610,52942,22200,0,6.6,7.0,3.9,10.4,22.0,46.9
2003,10,30,0611,52942,22260,0,6.8,6.9,3.5,10.3,20.1,45.6
2003,10,30,0612,52942,22320,0,6.8,6.6,3.8,10.2,22.0,44.5
2003,10,30,0613,52942,22380,0,6.7,6.6,3.7,10.1,21.3,44.6
2003,10,30,0614,52942,22440,0,6.5,6.8,3.4,10.0,20.0,46.4
2003,10,30,0615,52942,22500,0,6.5,6.8,3.5,10.0,20.4,46.3
2003,10,30,0616,52942,22560,0,6.5,7.0,3.2,10.1,18.7,47.2
2003,10,30,0617,52942,22620,0,6.6,6.5,3.6,10.0,20.9,44.6
2003,10,30,0618,52942,22680,0,6.7,6.3,3.6,9.9,21.3,43.4
2003,10,30,0619,52942,22740,0,6.9,5.9,3.8,9.9,22.8,40.2
2003,10,30,0620,52942,22800,0,6.9,5.8,3.9,9.9,23.3,40.1
2003,10,30,0621,52942,22860,0,6.6,6.0,4.1,9.8,24.9,42.5
2003,10,30,0622,52942,22920,0,6.3,6.3,3.9,9.7,23.6,45.2
2003,10,30,0623,52942,22980,0,6.7,5.7,3.8,9.6,23.3,40.6
2003,10,30,0624,52942,23040,0,6.6,5.8,3.9,9.6,23.9,41.4
2003,10,30,0625,52942,23100,0,6.7,5.5,4.0,9.6,25.0,39.5
2003,10,30,0626,52942,23160,0,6.9,5.5,3.8,9.6,23.5,38.7
2003,10,30,0627,52942,23220,0,6.7,5.6,3.8,9.5,23.6,40.2
2003,10,30,0628,52942,23280,0,6.6,5.7,3.7,9.5,23.1,40.7
2003,10,30,0629,52942,23340,0,6.6,5.4,4.2,9.5,26.4,39.0
2003,10,30,0630,52942,23400,0,6.2,5.1,4.8,9.4,31.1,39.0
2003,10,30,0631,52942,23460,0,5.8,5.3,5.2,9.4,33.7,42.3
2003,10,30,0632,52942,23520,0,6.6,5.0,4.5,9.4,28.5,37.1
2003,10,30,0633,52942,23580,0,6.5,5.0,4.6,9.4,29.6,37.9
2003,10,30,0634,52942,23640,0,5.9,5.3,5.2,9.4,33.3,41.9
2003,10,30,0635,52942,23700,0,5.7,5.6,5.0,9.5,32.0,44.5
2003,10,30,0636,52942,23760,0,5.9,5.8,4.6,9.4,28.9,44.0
2003,10,30,0637,52942,23820,0,5.7,6.2,4.4,9.4,27.4,47.6
2003,10,30,0638,52942,23880,0,6.0,5.8,4.3,9.4,27.4,44.2
2003,10,30,0639,52942,23940,0,6.5,5.1,4.6,9.4,29.1,37.9
2003,10,30,0640,52942,24000,0,6.8,4.8,4.5,9.4,28.6,35.3
2003,10,30,0641,52942,24060,0,6.8,4.5,4.6,9.3,29.6,33.6
2003,10,30,0642,52942,24120,0,6.4,5.3,4.3,9.4,27.1,39.4
2003,10,30,0643,52942,24180,0,6.7,4.9,4.5,9.4,28.2,36.1
2003,10,30,0644,52942,24240,0,6.9,4.4,4.7,9.4,30.0,32.5
2003,10,30,0645,52942,24300,0,6.6,5.1,4.4,9.4,27.6,37.7
2003,10,30,0646,52942,24360,0,6.6,4.7,4.7,9.4,29.8,35.3
2003,10,30,0647,52942,24420,0,6.7,4.6,4.6,9.3,29.2,34.7
2003,10,30,0648,52942,24480,0,6.7,4.6,4.6,9.3,29.4,34.1
2003,10,30,0649,52942,24540,0,6.7,4.4,4.8,9.3,30.6,33.3
2003,10,30,0650,52942,24600,0,6.6,4.6,4.8,9.4,30.9,34.7
2003,10,30,0651,52942,24660,0,6.6,4.8,4.9,9.5,31.2,35.9
2003,10,30,0652,52942,24720,0,6.3,4.9,5.5,9.7,34.8,37.9
2003,10,30,0653,52942,24780,0,6.2,5.4,5.7,10.0,34.6,40.9
2003,10,30,0654,52942,24840,0,6.5,5.6,5.6,10.3,32.9,40.8
2003,10,30,0655,52942,24900,0,6.4,6.1,5.4,10.4,31.6,43.9
2003,10,30,0656,52942,24960,0,6.9,5.3,5.5,10.3,32.5,37.4
2003,10,30,0657,52942,25020,0,6.9,5.2,5.4,10.2,32.0,37.2
2003,10,30,0658,52942,25080,0,6.8,4.8,5.9,10.2,35.5,35.0
2003,10,30,0659,52942,25140,0,6.6,5.0,5.9,10.2,35.3,37.1
2003,10,30,0700,52942,25200,0,6.5,5.4,5.5,10.1,33.0,40.1
2003,10,30,0701,52942,25260,0,6.1,5.4,5.8,10.0,35.3,41.1
2003,10,30,0702,52942,25320,0,6.5,5.1,5.6,10.0,34.3,38.4
2003,10,30,0703,52942,25380,0,6.5,5.2,5.4,9.9,32.7,38.7
2003,10,30,0704,52942,25440,0,6.4,5.5,5.2,9.9,31.7,40.3
2003,10,30,0705,52942,25500,0,6.6,5.2,5.4,10.0,32.9,38.4
2003,10,30,0706,52942,25560,0,6.5,5.3,5.3,9.9,32.4,39.1
2003,10,30,0707,52942,25620,0,6.5,5.2,5.2,9.8,32.1,38.9
2003,10,30,0708,52942,25680,0,6.5,5.3,5.1,9.8,31.0,39.2
2003,10,30,0709,52942,25740,0,6.2,5.8,4.8,9.8,29.4,43.2
2003,10,30,0710,52942,25800,0,6.0,6.1,4.7,9.8,28.6,45.4
2003,10,30,0711,52942,25860,0,5.8,6.4,4.6,9.8,27.9,47.6
2003,10,30,0712,52942,25920,0,5.5,6.5,4.5,9.7,28.1,49.4
2003,10,30,0713,52942,25980,0,5.7,6.2,4.6,9.6,28.8,47.2
2003,10,30,0714,52942,26040,0,5.9,5.9,4.7,9.6,29.4,44.7
2003,10,30,0715,52942,26100,0,5.3,6.7,4.4,9.6,27.2,51.6
2003,10,30,0716,52942,26160,0,5.5,6.1,4.9,9.6,30.8,48.2
2003,10,30,0717,52942,26220,0,5.8,5.7,5.0,9.5,31.3,44.6
2003,10,30,0718,52942,26280,0,5.2,6.4,4.7,9.5,29.5,50.8
2003,10,30,0719,52942,26340,0,5.4,6.3,4.7,9.6,29.6,49.1
2003,10,30,0720,52942,26400,0,6.1,5.2,5.1,9.5,32.5,40.6
2003,10,30,0721,52942,26460,0,5.9,5.5,5.1,9.5,32.1,42.8
2003,10,30,0722,52942,26520,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0723,52942,26580,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0724,52942,26640,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0725,52942,26700,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0726,52942,26760,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0727,52942,26820,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0728,52942,26880,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0729,52942,26940,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0730,52942,27000,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0731,52942,27060,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0732,52942,27120,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0733,52942,27180,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0734,52942,27240,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0735,52942,27300,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0736,52942,27360,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0737,52942,27420,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0738,52942,27480,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0739,52942,27540,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0740,52942,27600,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0741,52942,27660,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0742,52942,27720,9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
2003,10,30,0743,52942,27780,0,4.6,6.0,4.2,8.6,28.9,52.7
2003,10,30,0744,52942,27840,0,4.4,7.2,5.4,10.0,32.7,58.4
2003,10,30,0745,52942,27900,0,4.6,7.2,5.5,10.1,32.6,57.2
2003,10,30,0746,52942,27960,0,4.6,7.5,5.6,10.4,32.3,58.2
2003,10,30,0747,52942,28020,0,4.5,7.6,5.7,10.5,32.7,59.4
2003,10,30,0748,52942,28080,0,4.4,7.6,5.6,10.4,32.3,60.0
2003,10,30,0749,52942,28140,0,4.5,7.8,5.6,10.6,31.8,59.9
2003,10,30,0750,52942,28200,0,4.3,7.8,5.5,10.5,31.9,61.3
2003,10,30,0751,52942,28260,0,4.2,7.7,5.6,10.4,32.5,61.6
2003,10,30,0752,52942,28320,0,3.9,7.7,5.5,10.3,32.5,63.0
2003,10,30,0753,52942,28380,0,3.7,7.9,5.5,10.3,32.1,64.6
2003,10,30,0754,52942,28440,0,3.7,7.8,5.6,10.3,33.2,64.7
2003,10,30,0755,52942,28500,0,3.8,7.7,5.7,10.3,33.8,63.7
2003,10,30,0756,52942,28560,0,3.8,7.6,5.9,10.3,34.6,63.1
2003,10,30,0757,52942,28620,0,3.9,7.6,5.8,10.3,34.3,62.8
2003,10,30,0758,52942,28680,0,4.1,7.6,5.8,10.4,34.1,62.0
2003,10,30,0759,52942,28740,0,4.0,7.7,5.9,10.4,34.1,62.4
2003,10,30,0800,52942,28800,0,4.1,7.8,5.6,10.5,32.4,62.4
2003,10,30,0801,52942,28860,0,4.3,7.6,5.9,10.5,34.2,60.7
2003,10,30,0802,52942,28920,0,4.3,7.5,6.1,10.6,35.5,60.0
2003,10,30,0803,52942,28980,0,4.2,7.6,6.1,10.6,34.9,60.7
2003,10,30,0804,52942,29040,0,4.3,7.5,6.1,10.6,35.1,60.0
2003,10,30,0805,52942,29100,0,4.4,7.6,6.0,10.6,34.4,59.6
2003,10,30,0806,52942,29160,0,4.5,7.7,5.9,10.7,33.4,59.8
2003,10,30,0807,52942,29220,0,4.5,7.8,5.9,10.8,33.4,60.2
2003,10,30,0808,52942,29280,0,4.5,8.0,5.8,10.9,32.5,60.8
2003,10,30,0809,52942,29340,0,4.6,7.8,5.9,10.8,32.7,59.5
2003,10,30,0810,52942,29400,0,5.1,7.1,6.4,10.8,36.2,54.3
2003,10,30,0811,52942,29460,0,5.2,7.2,6.1,10.7,34.4,54.5
2003,10,30,0812,52942,29520,0,5.3,7.0,6.2,10.7,35.2,52.7
2003,10,30,0813,52942,29580,0,5.6,6.6,6.3,10.7,36.2,49.7
2003,10,30,0814,52942,29640,0,4.4,7.7,5.7,10.5,32.9,60.0
2003,10,30,0815,52942,29700,0,3.4,7.9,4.8,9.8,29.5,66.8
2003,10,30,0816,52942,29760,0,3.4,8.5,5.2,10.5,29.7,68.0
2003,10,30,0817,52942,29820,0,3.1,8.7,5.0,10.5,28.7,70.5
2003,10,30,0818,52942,29880,0,2.2,9.2,4.4,10.4,24.8,76.5
2003,10,30,0819,52942,29940,0,2.3,9.2,4.3,10.4,24.1,76.0
2003,10,30,0820,52942,30000,0,2.1,9.3,4.2,10.5,23.8,77.2
2003,10,30,0821,52942,30060,0,1.7,9.4,4.1,10.5,23.3,79.6
2003,10,30,0822,52942,30120,0,1.6,9.4,4.1,10.4,23.4,80.2
2003,10,30,0823,52942,30180,0,2.3,9.2,4.3,10.5,24.5,76.0
2003,10,30,0824,52942,30240,0,1.6,9.4,4.2,10.4,23.6,80.6
2003,10,30,0825,52942,30300,0,0.9,9.4,4.1,10.3,23.7,84.3
2003,10,30,0826,52942,30360,0,2.1,9.0,4.1,10.2,23.8,76.6
2003,10,30,0827,52942,30420,0,3.9,8.3,4.5,10.2,26.1,64.5
2003,10,30,0828,52942,30480,0,2.7,8.7,4.4,10.1,25.6,72.5
2003,10,30,0829,52942,30540,0,1.9,8.9,4.1,10.0,24.3,77.9
2003,10,30,0830,52942,30600,0,1.6,8.8,4.4,10.0,26.5,79.5
2003,10,30,0831,52942,30660,0,2.7,8.4,4.1,9.7,25.0,72.1
2003,10,30,0832,52942,30720,0,0.8,8.2,3.9,9.1,25.6,84.2
2003,10,30,0833,52942,30780,0,-0.1,8.8,3.2,9.4,20.1,90.8
2003,10,30,0834,52942,30840,0,-2.0,8.2,2.9,8.9,19.1,104.0
2003,10,30,0835,52942,30900,0,-3.5,8.0,2.4,9.0,15.5,113.7
2003,10,30,0836,52942,30960,0,-2.1,8.9,3.0,9.6,18.4,103.0
2003,10,30,0837,52942,31020,0,-0.1,8.7,4.1,9.6,25.3,90.5
2003,10,30,0838,52942,31080,0,0.8,9.3,2.6,9.6,15.5,85.3
2003,10,30,0839,52942,31140,0,0.2,9.0,4.0,9.8,23.7,88.5
2003,10,30,0840,52942,31200,0,0.5,9.2,4.0,10.0,23.8,86.8
2003,10,30,0841,52942,31260,0,1.6,8.9,4.4,10.1,26.1,79.8
2003,10,30,0842,52942,31320,0,0.2,10.0,1.3,10.0,7.5,89.1
2003,10,30,0843,52942,31380,0,-0.6,10.0,1.2,10.1,7.0,93.4
2003,10,30,0844,52942,31440,0,-0.2,10.0,1.5,10.2,8.5,91.3
2003,10,30,0845,52942,31500,0,0.7,10.1,1.7,10.2,9.8,86.1
2003,10,30,0846,52942,31560,0,-0.9,9.7,2.9,10.2,16.5,95.4
2003,10,30,0847,52942,31620,0,-0.8,9.9,2.4,10.2,13.5,94.6
2003,10,30,0848,52942,31680,0,-0.8,9.9,2.2,10.2,12.8,94.4
2003,10,30,0849,52942,31740,0,-1.3,9.4,2.3,9.8,13.8,97.8
2003,10,30,0850,52942,31800,0,-2.0,9.5,1.4,9.8,8.5,101.7
2003,10,30,0851,52942,31860,0,-2.3,9.5,0.0,9.8,0.2,103.9
2003,10,30,0852,52942,31920,0,-4.2,8.5,2.2,9.7,13.2,116.1
2003,10,30,0853,52942,31980,0,-4.5,8.4,2.4,9.8,14.1,117.9
2003,10,30,0854,52942,32040,0,-5.2,8.1,0.9,9.7,5.1,123.0
2003,10,30,0855,52942,32100,0,-4.5,7.9,1.8,9.2,11.2,119.6
2003,10,30,0856,52942,32160,0,-3.5,8.1,2.4,9.1,15.3,113.2
2003,10,30,0857,52942,32220,0,-4.2,8.0,-0.2,9.1,-1.1,117.6
2003,10,30,0858,52942,32280,0,-3.3,8.2,0.9,8.9,5.6,112.0
2003,10,30,0859,52942,32340,0,-2.4,8.5,0.6,8.8,3.8,105.8
2003,10,30,0900,52942,32400,0,-1.8,8.6,1.0,8.9,6.7,102.0
2003,10,30,0901,52942,32460,0,-1.5,8.6,1.2,8.8,8.0,99.7
2003,10,30,0902,52942,32520,0,-1.9,8.3,1.2,8.6,7.8,103.0
2003,10,30,0903,52942,32580,0,-2.2,8.2,1.1,8.6,7.2,105.1
2003,10,30,0904,52942,32640,0,-1.8,8.5,1.0,8.7,6.8,102.2
2003,10,30,0905,52942,32700,0,-1.9,8.6,0.6,8.8,3.7,102.4
2003,10,30,0906,52942,32760,0,-3.0,8.4,0.1,8.9,0.6,109.5
2003,10,30,0907,52942,32820,0,-2.6,8.4,-0.1,8.8,-0.5,107.5
2003,10,30,0908,52942,32880,0,-3.2,8.2,-0.1,8.8,-0.7,111.5
2003,10,30,0909,52942,32940,0,-2.5,8.5,0.4,8.9,2.4,106.4
2003,10,30,0910,52942,33000,0,-3.2,8.0,0.9,8.7,5.7,111.7
2003,10,30,0911,52942,33060,0,-2.8,8.0,1.1,8.5,7.3,109.0
2003,10,30,0912,52942,33120,0,-2.4,8.1,0.2,8.5,1.6,106.8
2003,10,30,0913,52942,33180,0,-3.0,7.8,-0.7,8.4,-4.9,111.1
2003,10,30,0914,52942,33240,0,-2.4,8.1,0.9,8.5,6.3,106.8
2003,10,30,0915,52942,33300,0,-1.5,8.6,1.3,8.8,8.6,100.1
2003,10,30,0916,52942,33360,0,-2.3,8.5,0.7,8.8,4.6,105.4
2003,10,30,0917,52942,33420,0,-1.7,8.5,0.0,8.7,0.2,101.4
2003,10,30,0918,52942,33480,0,-3.2,7.9,0.0,8.6,0.2,111.9
2003,10,30,0919,52942,33540,0,-3.4,7.8,1.1,8.6,7.6,113.3
2003,10,30,0920,52942,33600,0,-3.1,7.9,1.4,8.6,9.3,111.6
2003,10,30,0921,52942,33660,0,-3.5,7.7,0.7,8.5,4.9,114.8
2003,10,30,0922,52942,33720,0,-3.5,7.3,-0.5,8.1,-3.7,115.9
2003,10,30,0923,52942,33780,0,-3.6,7.0,-0.5,7.9,-4.0,117.0
2003,10,30,0924,52942,33840,0,-2.5,7.4,0.3,7.9,2.4,108.8
2003,10,30,0925,52942,33900,0,-2.2,7.5,0.9,7.8,6.3,106.2
2003,10,30,0926,52942,33960,0,-1.2,7.6,1.3,7.8,9.4,98.8
2003,10,30,0927,52942,34020,0,-0.2,7.7,1.9,8.0,13.5,91.6
2003,10,30,0928,52942,34080,0,-3.5,7.1,1.2,8.0,8.3,116.0
2003,10,30,0929,52942,34140,0,-2.1,7.5,2.0,8.0,14.5,105.5
2003,10,30,0930,52942,34200,0,-1.5,7.8,1.2,8.1,8.5,101.0
2003,10,30,0931,52942,34260,0,-1.6,7.7,1.0,7.9,6.9,101.8
2003,10,30,0932,52942,34320,0,-0.7,7.8,1.3,7.9,9.1,95.3
2003,10,30,0933,52942,34380,0,-0.9,7.7,1.3,7.9,9.5,96.7
2003,10,30,0934,52942,34440,0,-0.8,7.8,1.7,8.0,11.9,95.5
2003,10,30,0935,52942,34500,0,-1.2,7.7,1.6,8.0,11.7,98.5
2003,10,30,0936,52942,34560,0,-2.2,7.5,0.9,7.9,6.3,106.0
2003,10,30,0937,52942,34620,0,-1.6,7.7,1.1,7.9,8.2,101.5
2003,10,30,0938,52942,34680,0,-1.5,7.6,1.1,7.8,7.8,101.3
2003,10,30,0939,52942,34740,0,-1.9,7.4,0.9,7.7,6.6,104.2
2003,10,30,0940,52942,34800,0,-2.4,7.4,0.8,7.8,6.2,107.7
2003,10,30,0941,52942,34860,0,-2.2,7.3,1.6,7.8,11.8,107.0
2003,10,30,0942,52942,34920,0,-1.6,7.6,0.9,7.8,6.9,101.7
2003,10,30,0943,52942,34980,0,-1.5,7.5,0.8,7.7,5.9,101.5
2003,10,30,0944,52942,35040,0,-2.8,7.1,-0.1,7.7,-0.8,111.2
2003,10,30,0945,52942,35100,0,-2.6,7.2,0.7,7.7,5.3,109.8
2003,10,30,0946,52942,35160,0,-3.0,7.0,0.9,7.7,6.8,113.0
2003,10,30,0947,52942,35220,0,-3.3,6.7,0.7,7.5,5.6,116.0
2003,10,30,0948,52942,35280,0,-3.2,6.5,0.4,7.3,3.4,116.4
2003,10,30,0949,52942,35340,0,-3.7,6.2,0.5,7.2,4.1,120.4
2003,10,30,0950,52942,35400,0,-3.4,6.3,1.2,7.3,9.3,118.2
2003,10,30,0951,52942,35460,0,-2.9,6.7,1.5,7.5,11.8,113.8
2003,10,30,0952,52942,35520,0,-2.8,6.8,0.7,7.4,5.4,112.3
2003,10,30,0953,52942,35580,0,-2.8,6.9,0.0,7.4,0.3,112.4
2003,10,30,0954,52942,35640,0,-2.3,7.1,0.4,7.4,3.3,108.3
2003,10,30,0955,52942,35700,0,-2.4,7.0,0.3,7.4,2.6,109.0
2003,10,30,0956,52942,35760,0,-2.1,6.9,-0.1,7.2,-0.7,107.1
2003,10,30,0957,52942,35820,0,-1.5,6.7,1.3,7.0,10.7,102.9
2003,10,30,0958,52942,35880,0,0.7,6.3,1.6,6.5,14.3,83.5
2003,10,30,0959,52942,35940,0,0.7,6.3,1.3,6.4,11.7,84.0
2003,10,30,1000,52942,36000,0,0.2,6.2,1.5,6.4,13.9,88.4
2003,10,30,1001,52942,36060,0,-0.7,6.1,1.3,6.3,11.6,97.0
2003,10,30,1002,52942,36120,0,-1.6,5.7,0.6,5.9,6.3,106.2
2003,10,30,1003,52942,36180,0,-2.1,5.3,0.6,5.8,6.4,111.6
2003,10,30,1004,52942,36240,0,-2.7,4.9,0.3,5.6,3.0,118.8
2003,10,30,1005,52942,36300,0,-2.6,4.7,0.1,5.3,0.6,119.0
2003,10,30,1006,52942,36360,0,-3.3,3.8,-0.0,5.1,-0.4,130.9
2003,10,30,1007,52942,36420,0,-3.8,3.5,-0.1,5.1,-1.3,136.9
2003,10,30,1008,52942,36480,0,-3.5,3.3,0.2,4.8,2.2,136.2
2003,10,30,1009,52942,36540,0,-3.6,3.4,0.4,5.0,4.8,136.3
2003,10,30,1010,52942,36600,0,-3.7,3.2,0.3,4.9,3.5,138.7
2003,10,30,1011,52942,36660,0,-3.8,2.9,0.2,4.8,1.8,142.5
2003,10,30,1012,52942,36720,0,-3.6,3.4,0.1,5.0,0.7,136.2
2003,10,30,1013,52942,36780,0,-2.9,3.9,0.3,4.9,3.3,126.8
2003,10,30,1014,52942,36840,0,-3.8,2.9,0.8,4.8,10.1,142.4
2003,10,30,1015,52942,36900,0,-4.4,2.2,-0.0,4.9,-0.1,153.8
2003,10,30,1016,52942,36960,0,-4.3,2.3,0.4,4.9,5.2,151.9
2003,10,30,1017,52942,37020,0,-4.2,2.6,-0.7,5.0,-8.3,148.4
2003,10,30,1018,52942,37080,0,-3.5,3.3,-0.9,4.9,-11.2,137.2
2003,10,30,1019,52942,37140,0,-3.3,3.5,0.1,4.8,1.3,133.5
2003,10,30,1020,52942,37200,0,-3.3,3.1,0.5,4.6,6.3,137.3
2003,10,30,1021,52942,37260,0,-3.4,2.7,0.6,4.4,7.5,140.8
2003,10,30,1022,52942,37320,0,-3.4,3.5,0.4,4.9,4.8,134.2
2003,10,30,1023,52942,37380,0,-4.1,3.2,-0.6,5.2,-6.9,141.4
2003,10,30,1024,52942,37440,0,-4.7,2.8,-1.6,5.8,-16.6,149.2
2003,10,30,1025,52942,37500,0,-4.3,4.6,-0.1,6.3,-0.5,133.3
2003,10,30,1026,52942,37560,0,-5.0,3.8,-0.3,6.2,-2.9,142.8
2003,10,30,1027,52942,37620,0,-4.6,4.1,-0.2,6.2,-1.7,138.0
2003,10,30,1028,52942,37680,0,-4.7,4.0,-0.8,6.2,-7.3,139.9
2003,10,30,1029,52942,37740,0,-4.8,2.7,-0.8,5.5,-8.6,150.7
2003,10,30,1030,52942,37800,0,-4.6,3.3,-0.9,5.7,-9.2,144.5
2003,10,30,1031,52942,37860,0,-4.5,3.1,-1.4,5.7,-14.7,145.3
2003,10,30,1032,52942,37920,0,-3.8,4.0,0.3,5.5,2.6,133.7
2003,10,30,1033,52942,37980,0,-3.4,4.5,0.6,5.7,6.2,127.0
2003,10,30,1034,52942,38040,0,-1.6,5.3,1.5,5.7,15.6,107.2
2003,10,30,1035,52942,38100,0,-1.9,4.7,1.8,5.4,19.9,111.3
2003,10,30,1036,52942,38160,0,-1.4,5.1,1.0,5.4,11.0,105.1
2003,10,30,1037,52942,38220,0,-1.3,4.8,0.6,5.0,6.8,105.4
2003,10,30,1038,52942,38280,0,-1.3,4.8,1.0,5.1,10.7,105.1
2003,10,30,1039,52942,38340,0,-1.9,4.6,1.0,5.1,11.7,112.1
2003,10,30,1040,52942,38400,0,-4.6,2.2,-0.8,5.1,-8.8,153.8
2003,10,30,1041,52942,38460,0,-5.6,0.2,-1.8,5.9,-18.0,177.5
2003,10,30,1042,52942,38520,0,-6.3,1.7,-1.3,6.7,-11.4,165.2
2003,10,30,1043,52942,38580,0,-6.3,2.2,-1.1,6.8,-9.7,160.3
2003,10,30,1044,52942,38640,0,-5.9,2.3,-0.5,6.4,-4.2,158.5
