Date_UTC,SME,SML,SMU
2003-10-29 23:23:00,2113,-1606,507
2003-10-29 23:24:00,2086,-1548,538
2003-10-29 23:25:00,2045,-1516,529
2003-10-29 23:26:00,2192,-1675,516
2003-10-29 23:27:00,2316,-1829,487
2003-10-29 23:28:00,2290,-1807,483
2003-10-29 23:29:00,2235,-1747,489
2003-10-29 23:30:00,2337,-1848,490
2003-10-29 23:31:00,2605,-2132,473
2003-10-29 23:32:00,2816,-2361,455
2003-10-29 23:33:00,2767,-2309,458
2003-10-29 23:34:00,2564,-2091,473
2003-10-29 23:35:00,2654,-2183,471
2003-10-29 23:36:00,2433,-1931,502
2003-10-29 23:37:00,2363,-1841,522
2003-10-29 23:38:00,2238,-1785,453
2003-10-29 23:39:00,2192,-1750,442
2003-10-29 23:40:00,2241,-1825,416
2003-10-29 23:41:00,2232,-1812,420
2003-10-29 23:42:00,2144,-1688,456
2003-10-29 23:43:00,1793,-1294,499
2003-10-29 23:44:00,1457,-1000,457
2003-10-29 23:45:00,1404,-982,422
2003-10-29 23:46:00,1474,-1002,472
2003-10-29 23:47:00,1535,-1028,507
2003-10-29 23:48:00,1625,-1138,487
2003-10-29 23:49:00,1614,-1192,422
2003-10-29 23:50:00,1514,-1140,375
2003-10-29 23:51:00,1400,-1009,390
2003-10-29 23:52:00,1377,-959,418
2003-10-29 23:53:00,1447,-989,458
2003-10-29 23:54:00,1479,-994,485
2003-10-29 23:55:00,1446,-920,526
2003-10-29 23:56:00,1397,-864,533
2003-10-29 23:57:00,1351,-816,535
2003-10-29 23:58:00,1403,-808,595
2003-10-29 23:59:00,1455,-792,663
