Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2003-10-29T08:14:00,60,CBI,142.3,27.15,-146.38,19.99,18.05,70.01,-3.49,95.93,-105.4,4.7,-1.4,-104.9,11.1,-1.4
2003-10-29T08:14:00,60,CER,289.4,-33.45,0.67,-20.22,3.85,110.22,3.78,108.38,-61.3,-36.7,-30.1,-58.7,-40.7,-30.1
2003-10-29T08:14:00,60,CHD,147.89,70.62,-146.94,65.13,18.01,24.87,-13.84,104.39,-26,-137.8,-562.9,-58.2,-127.6,-562.9
2003-10-29T08:14:00,60,CLF,2.27,48.02,79.15,43.53,9.09,46.47,-1.33,75.81,-77.3,29.8,4.3,-76.5,31.6,4.3
2003-10-29T08:14:00,60,CMO,212.14,64.87,-95.41,65.14,21.45,24.86,23.48,126.63,-201.7,-328.4,-459.2,-54.1,-381.5,-459.2
2003-10-29T08:14:00,60,CNB,150.7,-34.1,-131.84,-43.83,19.02,133.83,12.59,89.21,-22.5,1,-96.1,-22.2,-3.9,-96.1
2003-10-29T08:14:00,60,CNL,248.75,65.75,-56.62,73.05,0.04,16.95,22.21,126.45,-136.1,-283.9,-41.7,-18.7,-314.3,-41.7
2003-10-29T08:14:00,60,CSY,110.53,-66.28,156.87,-80.78,14.27,170.78,-99.61,65.27,-47,-352.5,546.1,-339.7,105.2,546.1
2003-10-29T08:14:00,60,CTA,146.3,-20.1,-139.56,-29.11,18.51,119.11,7.8,88.97,-95.6,22.3,-24.8,-97.8,9.1,-24.8
2003-10-29T08:14:00,60,CUL,149.58,-30.28,-134.06,-39.82,18.87,129.82,11,89.31,-72.8,17.1,-71.9,-74.7,2.9,-71.9
2003-10-29T08:14:00,60,CZT,51.87,-46.43,106.22,-53.2,10.89,143.2,-48.8,33.08,-138.6,-15.4,-42.7,-102.8,94.2,-42.7
2003-10-29T08:14:00,60,DAW,220.89,64.05,-87.04,65.99,22.01,24.01,26.2,128.67,-97.9,-308.6,-228.9,48.5,-320.1,-228.9
2003-10-29T08:14:00,60,DLR,259.08,29.49,-33.4,38.82,1.58,51.18,7.1,150.54,-145.6,-29,-39.2,-140.9,-46.8,-39.2
2003-10-29T08:14:00,60,DMH,341.37,76.77,85.13,77.2,9.49,12.8,-22.6,98.78,-78.3,139.5,645.8,-18.7,158.8,645.8
2003-10-29T08:14:00,60,DNB,339.78,74.3,78.89,75.06,9.07,14.94,-22.57,98.27,-231.4,187,388.7,-141.9,261.5,388.7
2003-10-29T08:14:00,60,DOB,9.11,62.07,90,59.29,9.81,30.71,0.06,82.68,-173.5,48,-111.3,-173.6,47.8,-111.3
2003-10-29T08:14:00,60,DOU,4.6,50.1,81.65,46.03,9.25,43.97,-0.76,76.01,-87,25.9,5.5,-86.7,27,5.5
2003-10-29T08:14:00,60,DRV,140.01,-66.67,-124.11,-80.5,19.54,170.5,172.29,76.8,285.8,-407.9,-520.1,-228.5,442.6,-520.1
2003-10-29T08:14:00,60,EAG,218.84,64.78,-89.46,66.32,21.85,23.68,26,127.73,-109.2,-227.9,-109.9,1.8,-252.7,-109.9
2003-10-29T08:14:00,60,EBR,0.49,40.82,76.07,33.86,8.88,56.14,-1.3,72.37,-57,38.6,38.1,-56.1,39.8,38.1
